"stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor"
1001,24.4470828016173,60.1068054657725,19.8942987324179,19.9988958018096,112.418580272051,0.221958831976537,0.224903512116205,5.13086086275549,50.6984762255245,4.95436794802019
1003,23.7221721178212,58.159935775438,22.3077338752374,19.5323303493246,156.788199374061,0.253890373344922,0.25993562783997,4.93875262543349,107.433565961999,4.94657449621538
1005,21.6504612649102,61.3250334802413,16.554522668905,22.1204438508537,90.245025042362,0.213241692055981,0.213316279867476,5.1147839796156,66.4811730041609,4.92286524668521
1007,25.9809544808498,50.8332839187873,24.4878331638929,24.6788829173198,75.5282791153285,0.244740415863066,0.2580350454529,4.96164083649451,40.7781627858037,4.85588986627802
1009,17.8910974030385,37.3169391649708,33.5940939034102,29.088966931619,79.3356034700743,0.242268352770607,0.29664285499123,4.91643757183716,31.2249577700571,3.10608779420543
1011,22.8142817673182,36.8238226516219,26.7121883739703,36.4639889744078,121.892718077384,0.233130750576691,0.235275393287301,5.63258933932631,45.5008346170124,4.98990709218648
1013,23.9221137569167,49.975864954652,21.381237528004,28.642897517344,70.934104414564,0.222740073431292,0.22274011439257,4.96403594561798,61.1571677620595,4.82589870036877
1015,22.4300878010992,25.9016069153626,40.3640263247298,33.7343667599076,94.5137637424158,0.248354089030522,0.312185676743711,5.20672967316034,38.9788503578114,4.34789792442303
1017,21.1237621806734,44.8811871526622,22.7068833705392,32.4119294767987,79.7152144005749,0.215685313544153,0.22688304001684,5.3526709539408,37.4981039289514,4.91224146364157
1019,22.1138138881468,30.8933614196753,37.2457086216771,31.8609299586476,88.8063304069728,0.25849261309889,0.303900054303166,4.96883778820719,38.3383466916624,4.15212506591455
1021,21.5644657345555,52.1783641876429,24.6543286323685,23.1673071799886,50.1640185144183,0.237371870786826,0.269518191781491,4.9583507448426,34.2473172822501,4.74325938898015
1023,24.2931187608364,45.2845795630613,29.6654156166695,25.0500048202693,35.3326459738505,0.299373490631237,0.300151824074302,5.17687418132481,43.3053735685498,4.66022901202701
1025,26.271625946173,55.5056746386383,22.2561959280135,22.2381294333481,73.1103523122312,0.245801026542208,0.25286989684148,5.02365530001344,32.2836291172007,4.87529321391622
1027,24.2628797387123,47.7072723910383,27.0138962440377,25.278831364924,49.5201759544901,0.254352715837805,0.260798342218165,5.12319006849417,36.5754672587566,4.75360107237403
1029,21.3143738337843,43.4001281609618,31.7965912222637,24.8032806167745,50.6572803632669,0.276061088968984,0.307805046102539,5.16873228681262,29.0279718327569,4.51016047003284
1031,23.5843369503266,59.8711012800213,16.8403163368106,23.2885823831681,68.6359744368991,0.202400224094728,0.204794740174968,5.0837471175947,72.8731100202752,4.94098666631514
1033,32.450104583406,16.1114939148492,42.0429847601362,41.8455213250146,82.9636335334205,0.260211064682145,0.266344596812345,5.21243826264725,50.8652384163979,4.76552783628733
1035,25.0038022960046,51.9952163828528,20.8348890756605,27.1698945414866,52.9739689845342,0.220135029848998,0.221992982145421,5.10405395235,57.192574059474,4.93853096220321
1037,24.8762345115015,45.5609562314077,27.991624212703,26.4474195558892,80.7871172010433,0.268365822325011,0.278596358827173,5.29525607448726,36.7177786448727,4.49244184176157
1039,20.860176490517,63.587456289508,14.9664812574269,21.4460624530652,96.308762524978,0.185076838651151,0.185593298875173,5.15812596788341,62.7107523422076,4.98574407298443
1041,23.8732962153302,61.1189746565615,15.3116873349253,23.5693380085132,67.103571499702,0.199666737408967,0.199668494466706,5.06527332852549,65.7443107698708,4.95603327072719
1043,16.1618348015586,39.0452096971015,34.5079714856518,26.4468188172467,70.9125601562087,0.292226329805399,0.310588060901609,4.94234900065875,37.4318955064955,3.03810332337401
1045,21.6894828725504,65.2599078008877,14.2678507569367,20.4722414421756,64.3853989565372,0.205473827239131,0.205646481376109,5.0875564190563,71.8330930499514,4.89954005634279
1047,25.6181072472703,36.4013206115737,28.8915979848565,34.7070814035699,89.4304892729431,0.238924050880322,0.239094253587599,5.96500769871276,49.21984389143,4.5255838217984
1049,16.5306968350115,42.9998264176758,33.3026036885029,23.6975698938213,82.4740734085853,0.293296039803481,0.30631018143688,4.77981678342774,40.0127494946701,2.86977044456139
1051,20.4493285076547,53.2353177946442,20.7715246844034,25.9931575209524,93.9656649930299,0.22096714896268,0.223804287220258,5.15485927226618,44.3619988599293,4.33922926570962
1053,26.0998837512064,51.6758925258337,24.0862115854886,24.2378958886777,154.522224458687,0.19711224632146,0.198069230783387,5.12051076426817,77.3286456895316,4.97119611310738
1055,19.0904267151086,31.5583187661194,38.7947928945127,29.6468883393679,93.9374863800648,0.272110857556072,0.309599436839474,4.94829078571243,39.3845370809515,3.88008602743169
