"stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor"
1001,24.7834291848883,59.681402244452,20.0484344055821,20.2701633499658,111.806781373641,0.223064794592787,0.226399453545725,5.13962642512923,51.0362853664974,4.95071597621851
1003,23.5388414356623,59.0919919617621,21.8051653840083,19.1028426542296,185.667550664763,0.250389773179789,0.256133534866666,4.94004372101894,106.221047129935,4.93653046651376
1005,21.4836695483235,61.7443523521912,16.410103004471,21.8455446433378,88.4296803543233,0.212321889423024,0.212399710245842,5.12734292634175,65.9800250709999,4.92621438353208
1007,25.8907727765759,50.7079703863308,24.2420962484391,25.0499333652301,71.5727493890815,0.24481630715721,0.256715731135725,4.95707902839607,41.041487341693,4.86100339176955
1009,18.2825745790544,37.5005581444657,33.4046990737936,29.0947427817407,79.9154173549358,0.245428243830219,0.296247633360519,4.91451478820487,32.1465650060421,3.17498639578266
1011,22.5872764509587,39.3906714419156,25.9233365678231,34.6859919902613,120.902921186407,0.230438056298127,0.232821872415574,5.5298103862215,46.0561669588241,4.98856261383602
1013,24.7164727120025,50.8362167129282,21.1759474685099,27.9878358185619,71.6621383880865,0.219741930980017,0.219742052497585,5.03103015832238,63.8683001512532,4.88998078646606
1015,23.1959447966703,25.6533190278221,40.2413179098312,34.1053630623467,96.9793280539472,0.252192805518238,0.310097483440016,5.20753668253761,39.4531191045888,4.433671500596
1017,21.0827283402482,44.5999587091579,22.4085728669901,32.9914684238519,75.5533229902948,0.21203272768556,0.223294902189716,5.3490545276383,38.2805488059916,4.93581729827833
1019,22.46094238607,31.4478365644327,36.7340258900901,31.8181375454772,88.2522541525608,0.263626638035585,0.302581599338924,4.96963447472721,38.9786732896053,4.16586503050431
1021,21.3675690930883,52.295745912732,24.3806748645853,23.3235792226827,49.0969864411626,0.236993283406546,0.268547456985219,4.94960308497675,33.847329471702,4.72609511659566
1023,24.3631000699905,45.6361148958632,29.4040161463125,24.9598689578243,36.7854561488995,0.298813651126751,0.299632756117972,5.1771169880512,42.3848206008879,4.66944175442219
1025,26.4317077900244,56.0811283497069,22.0311580830259,21.8877135672672,73.8564194297319,0.244743806924152,0.250687188413531,5.03718057328376,32.5627147230564,4.8953194819861
1027,24.2663176197977,47.8106285257637,26.857138731825,25.3322327424113,48.6266520926819,0.252870131889604,0.259694817076973,5.12399360467226,36.3781195686729,4.73965383471745
1029,21.3773439542459,43.7358988274912,31.5067719081056,24.7573292644032,50.456144600491,0.273939263223262,0.306711740760306,5.17478242093508,29.3295634232415,4.52298791797681
1031,23.5447378063696,59.876269376195,16.9587835158625,23.1649471079425,68.6682214943794,0.203046097242552,0.206028552959344,5.07700212801613,71.8669411591468,4.95467082379793
1033,32.6587851649123,16.0885644855007,41.9795636246814,41.9318718898179,81.8914567881225,0.258624919277234,0.265349995940362,5.21169704776918,51.1493006558862,4.79022012279522
1035,25.185427443733,51.8239613021979,20.7396189993466,27.4364196984555,52.6192322361664,0.218103219199901,0.219794717960847,5.14170318100863,60.9978366072478,4.95022545092136
1037,24.1718944149752,46.3623436858242,26.9662074704948,26.6714488436811,75.0007854736398,0.264860301370453,0.275663470495836,5.2532990197215,36.7514483709306,4.43662106620536
1039,20.8464789335058,63.1431229354039,15.1066351046398,21.7502419599563,95.3294286864909,0.185800709999654,0.186509522936702,5.15748266671832,61.5013855702266,4.98623748477275
1041,24.0024675566325,61.0436770048774,15.3587843497372,23.5975386453855,67.7138253985747,0.198896252597944,0.198898544808825,5.07441105175158,67.1733915330735,4.9718835884752
1043,16.8966854426091,39.0634076398827,34.5865744890718,26.3500178710456,72.7834759114196,0.298371120116805,0.311481182326671,4.93120809728204,38.573372417484,3.12934614888222
1045,21.6535398638768,65.6266041407505,14.0869243775266,20.2864714817229,62.465743624251,0.204726630296785,0.204883771626963,5.08857495989889,71.0268384203878,4.90631061442349
1047,25.7341368961264,36.0530926646102,29.0365912521663,34.9103160832235,89.478210749285,0.241001543413205,0.241309188962452,5.97175919552104,49.1315033804814,4.51831960345901
1049,17.0339548835589,43.2245447979271,33.2946585611623,23.4807966409106,83.3871796355983,0.299862085187432,0.309763770818974,4.76997097611607,40.7839976383851,2.88551789969361
1051,20.2735040663308,53.5168549394056,20.4635100838872,26.0196349767072,91.0807206557165,0.21901038781255,0.222733576708548,5.15385611976754,43.8455154349268,4.32583929872167
1053,26.1181344702798,50.9262710129766,24.5822948173968,24.4914341696266,158.952690904037,0.199830105693604,0.20057544715316,5.11895403095101,77.1290517502563,4.96795705130337
1055,19.3844957246862,31.7734357750272,38.7112607769038,29.5153034480691,91.8724199538425,0.273903407404364,0.309608172946551,4.9553428661237,40.143118137249,3.91554667565506
1057,22.8948320934195,45.865412244886,31.5477229955973,22.5868647595167,53.6726495830979,0.307224909110948,0.323358037979131,4.86183094213355,43.6962532608879,4.39947534651225
1059,19.5404656589516,40.5961980945375,31.7412831081383,27.6625187973243,68.1973754896959,0.269479577326486,0.295389038152336,5.18146394561361,38.1991361009765,4.03389781172293
1061,19.9806507940394,61.2522409878094,16.2184916829931,22.5292673291975,87.5104528675048,0.198189445276948,0.199349421427215,5.14736858711144,66.8574706324099,4.88305835623315
1063,23.0135614801319,31.7973448922698,31.8818576255809,36.3207974821493,98.2767195961912,0.266574256876501,0.273585570205291,6.04144178629477,47.8362377987923,4.40774623567626
